,word,reading,meaning
19587,羽後,うご,1. Ugo$2. Ugo$
19588,メインストリート,メインストリート,1. main street$
19589,シェルター,シェルター,1. shelter$
19590,エリカ,エリカ,1. erica; heath$2. Erika$
19591,アスファルト,アスファルト,1. asphalt$
19592,碓氷,うすい氷,1. Usui$
19593,糧,かて,"1. food; provisions$2. nourishment (mental, spiritual, etc.); sustenance (e.g. of one's life); source of encouragement$"
19594,若年寄,わかどしより,1. young person acting like an old person$2. officials who helped the council of elders during the Edo period$3. Wakadoshiyori$
19595,蚊帳,かや,1. mosquito net$2. Mosquito net$
19596,蚊帳,かや,1. Kaya$
19597,顕在,けんざい,1. being actual (as opposed to hidden or latent); being apparent; being obvious; being tangible; being revealed$
19598,魔道,まどう,1. heresy; evil ways; path of evil$2. sorcery; black magic$3. netherworld; world outside the six realms where evil spirits roam$4. Sorcery$
19599,概観,がいかん,1. general view; outline$
19600,リバース,リバース,1. reverse$2. rebirth$3. vomit$4. Reverse$
19601,伊藤忠,いとうちゅう,1. Itouchuu$
19602,学童,がくどう,1. school child; pupil$
19603,学童,がくどう,1. Gakudou$
19604,宣旨,せんじ,1. written imperial order (late Heian period)$
19605,バスト,バスト,1. bust (measurement)$2. breasts; bosom$3. upper half of the body (esp. statue or portrait); bust$4. Vasto (Italy)$
19606,フィットネス,フィットネス,1. fitness$2. Physical fitness$
19607,門真,かどま,1. Kadoma$
19608,近日,きんじつ,1. soon; in a few days$
19609,那珂川,なかがわ,1. Nakagawa$
19610,織機,しょっき機,1. loom; weaving machine$2. Loom$
19611,羽化,うか,1. emergence (of insects); growing wings and flying; eclosion$
19612,羽化,うか,1. Uka$
19613,職権,しょっけん権,1. authority; commission$
19614,洋平,ようへい,1. Youhei$
19615,流儀,りゅうぎ,1. way (of doing things); method; style; fashion$2. school (e.g. of poetry)$
19616,特選,とくせん,1. special selection; special approval$2. special prize; highest honours$
19617,異質,いしつ,"1. different (quality, nature); heterogeneous$"
19618,増員,ぞういん,1. increase the number of personnel$
19619,天敵,てんてき,1. natural enemy$
19620,島本,しまもと,1. Shimamoto$
19621,本職,ほんしょく,"1. principal occupation; main job$2. professional; an expert; specialist$3. I (of a government official, etc.); me$"
19622,与圧,よあつ,1. pressurization; pressurisation$2. Cabin pressurization$
19623,井村,いむら,1. Imura$
19624,摩耶,まや,1. Maya$
19625,切っ掛け,きっかけ,1. chance; start; cue; excuse; motive; impetus; occasion$2. Kikkake$
19626,固形,こけい,1. solid (body)$
19627,大船渡,おおふなと,1. Oofunato$
19628,年越し,としこし,1. New Year's Eve; end of the year$
19629,建て前,たてまえ,1. face; official stance; public position or attitude (as opposed to private thoughts)$2. ceremony for the erection of the framework of a house$3. tea ceremony procedures; tea ceremony etiquette$
19630,弛緩,しかん,1. relaxation (e.g. of muscles); becoming flaccid$
19631,日興,にっこう興,1. Nikkou$
19632,血栓,けっせん,1. thrombus; blood clot$2. Thrombus$
19633,裾野,すその,1. foot of a mountain; plain at the foot of a mountain$2. range; spread; extent; encompassing circle$
19634,裾野,すその,1. Susono$
19635,車検,しゃけん,1. vehicle inspection$
19636,禁忌,きんき,"1. taboo; day, time, direction, words, etc. that must be avoided$2. contraindication$"
19637,精巧,せいこう,1. elaborate; delicate; exquisite$
19638,ハザード,ハザード,1. hazard$
19639,スマッシュ,スマッシュ,1. smash$2. Smash$
19640,プランニング,プランニング,1. planning$
19641,アニメソング,アニメソング,1. anime song$2. Music in Japanese animation$
19642,スパン,スパン,1. span$2. Sepang; Spahn; Spann$3. Span$
19643,驚愕,きょうがく,1. astonishment; amazement; surprise; fright; shock$2. Surprise (emotion)$
19644,鹿沼,かぬま,1. Kanuma$
19645,慈悲,じひ,1. mercy; compassion; clemency; pity; charity; benevolence$2. Hodgson's hawk-cuckoo (Cuculus fugax); Horsfield's hawk cuckoo$3. Karuṇā$
19646,北郷,きたごう,1. Kitagou$
19647,向き合う,むきあう,1. to be opposite; to face each other$2. to confront (an issue); to face$
19648,宇和,うわ,1. Uwa$
19649,棚橋,たなはし,1. Tanahashi$
19650,下巻,げかん,1. last volume (in set)$
19651,人命,じんめい,1. (human) life$
19652,ピープル,ピープル,1. people$
19653,ベリリウム,ベリリウム,1. beryllium (Be)$2. Beryllium$
19654,ネオン,ネオン,1. neon (Ne)$2. Neon$
19655,ブルーレイ,ブルーレイ,1. Blu-ray Disc; BD$
19656,草食,そうしょく,1. herbivorous; plant-eating; graminivorous$
19657,見届ける,みとどける,1. to make sure of; to assure oneself of; to see with one's own eyes; to ascertain$
19658,高坂,こうさか,1. Kousaka$
19659,愉快,ゆかい,1. pleasant; delightful; enjoyable; joyful; cheerful; amusing; happy$
19660,ランドスケープ,ランドスケープ,1. landscape$2. Landscape$
19661,報いる,むくいる,1. to reward; to recompense; to repay$2. to retaliate; to get revenge$
19662,大安,たいあん,1. lucky day; auspicious day$
19663,大安,だいあん,1. Daian$
19664,孕む,はらむ,"1. to conceive; to become pregnant$2. to get filled with (e.g. sails filled with wind); to be swollen with$3. to contain (a contradiction, danger, etc.); to carry (a problem, consequences, etc.); to involve (e.g. risk)$4. to be swollen and ripe (of a plant ear, head, sprout, etc.)$"
19665,定款,ていかん,1. articles of incorporation; company statute$
19666,学際,がくさい,1. interdisciplinary$2. Interdisciplinarity$
19667,対義語,たいぎご,1. antonym$2. Opposite (semantics)$
19668,人魚,にんぎょ,1. mermaid; merman$2. Mermaid$
19669,人魚,にんぎょ,1. Ningyo$
19670,喘ぐ,あえぐ,1. to gasp; breathe hard$2. to suffer; to struggle$
19671,法主,ほっす,1. high priest$
19672,生長,せいちょう,1. growth (of a plant)$
19673,粘度,ねんど,1. viscosity$2. Viscosity$
19674,腐る,くさる,1. to rot; to go bad; to decay; to spoil; to fester; to decompose; to turn sour (e.g. milk)$2. to corrode; to weather; to crumble$3. to become useless; to blunt; to weaken (from lack of practice)$4. to become depraved; to be degenerate; to be morally bankrupt; to be corrupt$5. to be depressed; to be dispirited; to feel discouraged; to feel down$6. to have the audacity to; to be bastard enough to$7. to lose a bet$8. to be drenched; to become sopping wet$
19675,見知らぬ,みしらぬ,1. strange; unfamiliar; unknown$
19676,ナンバーワン,ナンバーワン,1. number one$
19677,インスタンス,インスタンス,1. instance$2. Instance (computer science)$
19678,カラフル,カラフル,1. colorful; colourful$
19679,ジュノー,ジュノー,1. Juno (Roman goddess)$2. Juneau; Junnor; Junod; Junot$3. Juno$
19680,相原,あいはら,1. Aihara$
19681,綿密,めんみつ,1. minute; detailed; careful; scrupulous; thorough$
19682,正行,しょうぎょう,"1. correct practices (esp. in Jodo, the path to rebirth in paradise)$"
19683,正行,まさゆき,1. Masayuki$
19684,ヴァルナ,ヴァルナ,1. varna (each of the four Hindu castes)$2. Varna; Barna$
19685,姉弟,してい,1. older sister and younger brother$
19686,小千谷,おじや谷,1. Ojiya$
19687,平屋,ひらや,1. Hiraya$
19688,分数,ぶんすう,1. fraction$2. Fraction (mathematics)$
19689,余人,よじん,1. others; other people$
19690,タングステン,タングステン,1. tungsten (W)$2. Tangusuten$3. Tungsten$
19691,磐梯,ばんだい,1. Bandai$
19692,粘液,ねんえき,1. mucus; mucilage; viscous liquid; phlegm$2. Mucus$
19693,シルクロード,シルクロード,1. Silk Road$2. Silk Road$
19694,ストラップ,ストラップ,"1. strap (often decorative for key-holder, mobile phones, etc.)$2. Strap$"
19695,コンベア,コンベア,1. conveyor$2. Convair$
19696,アレンジャー,アレンジャー,1. arranger (of music)$
19697,不可侵,ふかしん,1. inviolability; nonaggression; sacredness$
19698,従一位,じゅいちい,1. Juichii$
19699,押しかける,おしかける,1. to go uninvited; to call on without an invitation; to barge in on; to gatecrash$2. to throng to; to crowd into; to converge upon; to pile in$
19700,気絶,きぜつ,1. faint; swoon$
19701,ユートピア,ユートピア,1. utopia$2. Utopia$3. Utopia$
19702,増水,ぞうすい,"1. rising water (of river, lake, etc.); swelling water; increased water; high water$"
19703,大綱,たいこう,1. fundamental principles; main lines$2. outline; summary; general features$
19704,大綱,おおづな,1. thick rope$2. fundamental principles; outline; general features$
19705,富樫,とかし,1. Tokashi$
19706,悔しい,くやしい,1. vexing; annoying; frustrating; regrettable; mortifying$
19707,文語,ぶんご,1. written language; literary language$2. classical (or formal) written style based on Heian-period Japanese$3. Literary language$
19708,同伴,どうはん,1. accompanying; being accompanied by; going with$
19709,避暑,ひしょ,1. escaping the summer heat; going somewhere cooler during the summer; summering$
19710,米田,よねだ,1. Yoneda$
19711,胸鰭,むなびれ,1. pectoral fin$
19712,無神論,むしんろん,1. atheism$2. Atheism$
19713,真っ先,まっさき,1. the head; the foremost; beginning; the very front$
19714,ファインダー,ファインダー,1. viewfinder; finder$2. Viewfinder$
19715,アセンブリ,アセンブリ,1. assembly$2. Assembly$
19716,ふんだん,ふんだん,1. plentiful; abundant; ample; lavish$
19717,真琴,まこと琴,1. Makoto$
19718,贈与,ぞうよ,1. donation; presentation$2. Gift (law)$
19719,遅滞,ちたい,1. delay; procrastination$
19720,適格,てきかく,1. eligible; qualified; competent$
19721,同格,どうかく,1. the same rank; equality$2. apposition$3. Apposition$
19722,喝采,かっさい,1. acclamation; applause; ovation; cheers$2. The Country Girl (1954 film)$
19723,営巣,えいそう,1. building a nest$
19724,フォロー,フォロー,1. follow$2. follow-up; following up$3. backing-up; covering for; patching things up; support$4. follow-up shot$5. tailwind; following wind$
19725,パイン,パイン,1. pineapple$2. pine$
19726,相姦,そうかん,1. adultery$
19727,鎮西,ちんぜい,1. Chinzei$
19728,シュール,シュール,1. surreal$2. surrealism$3. shul; schul; synagogue$
19729,キャデラック,キャデラック,1. Cadillac$2. Cadillac$
19730,オンデマンド,オンデマンド,1. on demand$2. On-demand$
19731,カーソル,カーソル,1. cursor$2. Cursor (computers)$
19732,回文,かいぶん,1. circular (document); circulating letter$2. palindrome$3. Palindrome$
19733,共栄,きょうえい,1. mutual prosperity$2. Kyouei$
19734,ロフト,ロフト,1. loft$2. Loft$
19735,ローム,ローム,1. loam$2. Lom (Bulgaria); Rome; Room$3. Rohm$
19736,ローレル,ローレル,1. laurel$2. Laurel$3. Laurel$
19737,武彦,たけひこ,1. Takehiko$
19738,撃滅,げきめつ,1. destruction; annihilation; extermination$
19739,天球,てんきゅう,1. celestial sphere; the heavens$2. Celestial sphere$
19740,室戸,むろと,1. Muroto$
19741,モケット,モケット,1. moquette (thick velvety synthetic fabric used for carpets and soft upholstery)$2. Moquette$
19742,野次,やじ,1. hooting; jeering; heckling$
19743,隔壁,かくへき,1. barrier wall; bulkhead; partition; septum; diaphragm$
19744,頑強,がんきょう,1. stubborn; dogged; persistent; tenacious$2. tough; sturdy; hardy; strong$
19745,途端,とたん,"1. just (now, at the moment, etc.); just as; in the act of; as soon as; at the moment that$"
19746,膠,にかわ,"1. glue (usu. from animal and fish bone, skin, etc.)$"
19747,湧く,わく,"1. to well (up); to gush forth (of water); to spring out; to surge$2. to appear (esp. suddenly) (sweat, tears, etc.)$3. to feel emotions from (joy, bravery, etc.)$4. to hatch (esp. of parasitic insects, etc.)$"
19748,ペナント,ペナント,1. pennant$2. Pennant (commissioning)$
19749,クアラルンプール,クアラルンプール,1. Kuala Lumpur (Malaysia)$2. Kuala Lumpur (Malaysia)$3. Kuala Lumpur$
19750,アドリブ,アドリブ,1. ad lib; ad-lib$
19751,洋介,ようすけ,1. Yousuke$
19752,減刑,げんけい,1. reduction of penalty; commutation of a sentence$
19753,班長,はんちょう,1. squad leader; group leader; team leader$
19754,陣取る,じんどる,1. to encamp; to take up positions$
19755,高遠,こうえん,1. noble; lofty$
19756,高遠,こうえん,1. Kouen$
19757,鮮卑,せんぴ,1. Xianbei (ancient nomadic tribe of northern Asia)$2. Xianbei$
19758,応酬,おうしゅう,1. exchange; reciprocation; give-and-take; return$2. reply; riposte$
19759,手口,てぐち,1. modus operandi; criminal technique; trick$
19760,手口,てぐち,1. Teguchi$
19761,叙述,じょじゅつ,1. description$
19762,智頭,ちず,1. Chizu$
19763,優美,ゆうび,1. grace; refinement; elegance; daintiness$
19764,優美,ゆうび,1. Yuubi$
19765,全書,ぜんしょ,1. complete book; complete set; treatise$
19766,混じる,まじる,1. to be mixed; to be blended with; to associate with; to mingle with; to interest; to join$
19767,交錯,こうさく,1. mixture; blending; complication; crossing; intersecting; interlacing$
19768,冷める,さめる,"1. to cool down; to get cold$2. to cool off (excitement, temper, etc.); to subside; to dampen; to fade; to wane$3. to be cold (eyes, expression, etc.); to be composed$"
19769,凪ぐ,なぐ,1. to become calm; to die down$
19770,南緯,なんい,1. southern latitude$
19771,君津,きみつ,1. Kimitsu$
19772,唐沢,からさわ,1. Karasawa$
19773,座談,ざだん,1. conversation; discussion$
19774,引ける,ひける,1. to close; to be over; to break up (e.g. school)$2. to lose one's nerve; to feel daunted$
19775,戌,いぬ,"1. eleventh sign of the Chinese zodiac (The Dog, 7pm-9pm, west-northwest, September)$2. Inu$3. Dog (zodiac)$"
19776,有栖,ありす,1. Arisu$
19777,校正,こうせい,1. proofreading; correction of press$2. calibration$3. Proofreading$
19778,歌姫,うたひめ,1. songstress; diva$
19779,歌姫,うたひめ,1. Utahime$
19780,法文,ほうぶん,1. text of the law$
19781,堅牢,けんろう,1. solid; strong; sturdy; durable; stout$
19782,大蒜,にんにく蒜,1. garlic (Allium sativum)$2. Garlic$
19783,師弟,してい,1. teacher and student$2. Shitei$3. Shishō$
19784,高々,たかだか,1. very high; high up; aloft$2. at most; at best; no more than$
19785,薬科,やっか科,1. pharmacy (subject)$
19786,湯治,とうじ,1. hot-spring cure; taking the baths$
19787,突発,とっぱつ,1. outbreak; occurrence$
19788,若草,わかくさ,1. green grass; young (fresh) grass$
19789,若草,わかくさ,1. Wakakusa$
19790,バップ,バップ,1. bop$2. VAP (company)$
19791,デュポン,デュポン,1. DuPont$
19792,トロール,トロール,1. trawl$2. troll$3. Troll$
19793,タッグマッチ,タッグマッチ,1. tag-team match (pro wrestling)$
19794,モラル,モラル,1. morals; morality; ethics$
19795,交野,かたの,1. Katano$
19796,出没,しゅつぼつ,1. appearing frequently; infesting; appearance and disappearance$
19797,執務,しつむ,1. performance of one's official duties$
19798,外形,がいけい,1. externals; external form$
19799,手狭,てぜま,1. narrow; small; cramped$
19800,替え歌,かえうた,1. parody (of a song)$
19801,最善,さいぜん,1. the very best; utmost$
19802,カービン,カービン,1. carbine$2. Carbine$
19803,神奈,かみな,1. Kamina$
19804,神奈,かな奈,1. Kana$
19805,自閉症,じへいしょう,1. autism$2. Autism$
19806,軍旗,ぐんき,1. battle flag; standard; (regimental) colours; colors; ensign$2. War flag$
19807,生き生き,いきいき,1. in a lively way; vividly; freshly; animatedly; actively; energetically$
19808,画集,がしゅう,"1. book of pictures (paintings, drawings, etc.); collection of pictures$2. Art book$"
19809,目線,めせん,1. (one's) gaze; direction in which one is looking$2. point of view; standpoint$3. line covering someone's eyes (in an edited photograph)$
19810,腱,けん,1. tendon$2. Tendon$
19811,芝山,しばやま,1. Shibayama$
19812,野洲,やす,1. Yasu$
19813,鉄塔,てっとう,1. steel tower$2. electricity pylon; transmission tower$3. Lattice tower$
19814,間奏,かんそう,1. interlude; intermezzo$
19815,頭巾,ずきん,1. hood; kerchief$2. Hood (headgear)$
19816,頭巾,ずきん,1. Zukin$
19817,本性,ほんしょう,1. true character; real nature$2. Human nature$
19818,上申,じょうしん,1. report to a superior$
19819,仏文,ふつぶん,1. French; French writing; French literature$
19820,克彦,かつひこ,1. Katsuhiko$
19821,公私,こうし,1. public and private; official and personal; government and people$
19822,リボルバー,リボルバー,1. revolver$
19823,新平,にっぺい平,1. Nippei$
19824,再燃,さいねん,1. recurrence; revival; resuscitation$
19825,学友,がくゆう,1. school friend$
19826,宗主国,そうしゅこく,1. suzerain state$
19827,崇める,あがめる,1. to revere; to respect; to worship$
19828,幟,のぼり,1. flag; banner; streamer$2. Nobori$
19829,幟,のぼり,1. Nobori$
19830,トレース,トレース,1. trace$2. Trace$
19831,フィジカル,フィジカル,1. physical$
19832,ポプラ,ポプラ,"1. poplar (esp. Lombardy poplar, Populus nigra var. italica)$2. Populus$"
19833,スリップ,スリップ,1. slip; skid; slide$2. slip (i.e. petticoat)$3. slip (of paper)$4. Serial Link IP; SLIP$5. Slip$
19834,セラミック,セラミック,1. ceramic$
19835,ソルジャー,ソルジャー,1. soldier$
19836,カツ,カツ,1. cutlet (usu. crumbed and fried)$
19837,ケトン,ケトン,1. ketone$2. Ketone$
19838,ウォーキング,ウォーキング,1. walking$2. Woking (Britain)$
19839,五色,ごしき,"1. five colors (usu. red, blue, yellow, white and black); five colours$2. many kinds; varied$3. melon; gourd$"
19840,亘理,わたり理,1. Watari$
19841,春夏,はるか,1. Haruka$
19842,春夏,しゅんか,1. Shunka$
19843,検校,けんぎょう,1. inspector$2. temple administrator; shrine administrator$3. villa administrator$4. highest ranking blind court official$
19844,検校,けんぎょう,1. Kengyou$
19845,分別,ふんべつ,1. discretion; prudence; good sense; judgement; judgment; wisdom; discernment$
19846,分別,ぶんべつ,1. separation (e.g. of rubbish when recycling); classification; discrimination; division; distinction$
19847,吊り下げる,つりさげる,1. to suspend from; to be suspended (from)$
19848,ドライビング,ドライビング,"1. driving (vehicle)$2. driving (golf)$3. driving (force, etc.)$4. Driving$"
19849,ホラント,ホラント,1. Holland; The Netherlands$2. Grafschap en Provincie van Holland (The Netherlands)$
19850,ミント,ミント,1. mint; peppermint$2. Mentha$
19851,セコンド,セコンド,1. second (time unit)$2. assistant; helper; second; trainer$
19852,アーベル,アーベル,1. Abelian$
19853,シーク,シーク,1. Sikh$2. seek$3. Sheik$
19854,胎内,たいない,1. interior of the womb (of a pregnant woman); interior of the uterus$2. interior of a Buddhistic statue$
19855,父さん,とうさん,1. father; dad; papa; pa; pop; daddy; dada$
19856,中生代,ちゅうせいだい,1. Mesozoic era$2. Mesozoic$
19857,信子,のぶこ子,1. Nobuko$
19858,夜叉,やしゃ,1. yaksha (Buddhist guardian deities sometimes depicted as demonic warriors)$2. Yaksha$
19859,夜叉,やしゃ,1. Yasha$
19860,大庭,おおば,1. Ooba$
19861,取り留める,とりとめる,1. to narrowly escape (e.g. death); to hang onto (life)$2. to ascertain; to make definite$
19862,早める,はやめる,1. to bring forward (e.g. by 3 hours); to advance; to hasten (e.g. one's death); to expedite; to precipitate$2. to quicken (e.g. one's step); to speed up; to accelerate$
19863,気配,けはい,1. indication; sign; hint; presence; trend$2. quotation (esp. stock market)$
19864,政庁,せいちょう,1. government office$
19865,憂き目,うきめ,1. bitter experience; misery; distress; grief; sad thoughts; hardship$
19866,懐柔,かいじゅう,1. winning over; placation; gentle persuasion$
19867,任地,にんち,1. one's post; appointment$
19868,伯母さん,おば母さん,1. aunt$
19869,リーク,リーク,"1. leak$2. leek (edible plant, Allium porrum)$3. Leek; Leake$"
19870,ローミング,ローミング,"1. roaming (e.g. for cell phones, etc.)$2. Roaming$"
19871,木野,きの,1. Kino$
19872,天主,てんしゅ,1. Lord of Heaven; God$
19873,尾形,おがた,1. Ogata$
19874,分館,ぶんかん,1. annex$
19875,キャバレー,キャバレー,1. cabaret$2. Cabaret$
19876,フーズ,フーズ,1. foods$
19877,自責,じせき,1. self-condemnation; self-reproach; self-accusation$
19878,調書,ちょうしょ,"1. protocol; written evidence; record (investigation, interrogation, etc.); preliminary memo; charge sheet$"
19879,遠洋,えんよう,1. ocean; deep sea$
19880,田野,でんや,1. cultivated fields; countryside$
19881,田野,たの,1. Tano$
19882,益子,ましこ,1. Mashiko$
19883,鋳鉄,ちゅうてつ,1. cast iron$2. Cast iron$
19884,離心率,りしんりつ,1. eccentricity$2. Eccentricity (mathematics)$
19885,顧みる,かえりみる,1. to look back on (the past); to reflect on; to reminisce about$2. to look behind (at); to turn round (and look); to look over one's shoulder$3. to consider; to concern oneself about; to take notice of; to pay attention to; to take into consideration$
19886,神霊,しんれい,1. divine spirit$
19887,アルジェ,アルジェ,1. Algiers (Algeria)$2. Alger (Algeria)$3. Algiers$
19888,コラムニスト,コラムニスト,1. columnist$2. Columnist$
19889,叱責,しっせき,1. reprimand; rebuke$
19890,名付け親,なづけおや,1. godparent$2. first person to give something its name$
19891,偉人,いじん,1. great person; eminent figure$
19892,御堂筋,みどうすじ,1. Midousuji$2. Midōsuji$
19893,手稲,ていね,1. Teine$
19894,富永,とみなが,1. Tominaga$
19895,梁山泊,りょうざんぱく,1. place of assemblage for the bold and ambitious$2. Ryouzanpaku$3. Mount Liang$
19896,正勝,まさかつ,1. Masakatsu$
19897,河西,かさい,1. Kasai$
19898,法然,ほうねん,1. Hounen$
19899,ハーモニック,ハーモニック,1. harmonic$
19900,ドーハ,ドーハ,1. Doha (Qatar)$2. Ad Dawhah; Ad-Dawhah; Doha$3. Doha$
19901,チャペル,チャペル,1. chapel$2. Chapel$
19902,コミッション,コミッション,1. commission$2. The Commission (mafia)$
19903,サーチ,サーチ,1. search$2. Searching$
19904,アニメイト,アニメイト,1. animate$2. Animate$
19905,イデアル,イデアル,1. ideal$2. ideal in a ring (i.e. subset of a ring closed under addition and multiplication by elements of the ambient ring)$3. Ideal (ring theory)$
19906,移り変わる,うつりかわる,1. to change$
19907,聖飢魔,せいきまつ,1. SEIKIMA-II (heavy-metal band)$
19908,脳卒中,のうそっちゅう,1. stroke; cerebral haemorrhage; cerebral hemorrhage$
19909,補習,ほしゅう,1. supplementary lessons$
19910,連歌,れんが,1. early Japanese poetry form; poetic dialogue$2. Renga$
19911,旧知,きゅうち,1. old friend; old acquaintance$
19912,中途半端,ちゅうとはんぱ,1. halfway; half measures; unfinished; incomplete; by halves; half-baked; half-cocked$
19913,便り,たより,1. news; tidings; information; correspondence; letter$
19914,岩出,いわで,1. Iwade$
19915,当年,とうねん,1. the present year; at that time$
19916,接客,せっきゃく,1. serving customers; looking after visitors; reception$
19917,打法,だほう,1. batting form$
19918,柑橘,かんきつ,1. citrus; citrus fruit$
19919,案ずる,あんずる,1. to be anxious or concerned about; to ponder (anxiously); to fear$2. to investigate; to consider; to plan$3. to pat; to rub; to take a sword in one's hand$
19920,樅,もみ,1. Japanese fir (Abies firma); momi fir$
19921,樅,もみ,1. Momi$
19922,モトクロス,モトクロス,1. motocross$2. Motocross$
19923,塗布,とふ,1. application (of ointment)$2. coating$
19924,夜襲,やしゅう,1. night attack; nocturnal assault$
19925,宇佐美,うさみ,1. Usami$
19926,レスト,レスト,1. rest$
19927,上毛,じょうもう,1. Joumou$
19928,信彦,のぶひこ彦,1. Nobuhiko$
19929,パビリオン,パビリオン,1. pavilion$2. Pavilion$
19930,スポーティ,スポーティ,"1. sporty (esp. garments, accessories, etc.)$"
19931,マダム,マダム,1. madame$2. large women's size (clothing)$
19932,蓬,よもぎ,"1. Japanese mugwort (Artemisia princeps, Artemisia indica var. maximowiczii)$2. plants in the Artemisia genus; mugwort; sagebrush; wormwood$"
19933,蓬,よもぎ,1. Yomogi$
19934,繭,まゆ,1. cocoon$
19935,繭,まゆ,1. Mayu$
19936,肴,さかな,1. appetizer or snack served with drinks$2. performance to liven up a bar; conversation to liven up a party$3. Sakana$
19937,肴,さかな,1. Sakana$
19938,玄武岩,げんぶがん,1. basalt; whin(stone)$2. Basalt$
19939,海津,かいづ,1. Kaidzu$
19940,熟語,じゅくご,1. kanji compound$2. idiom; idiomatic phrase$
19941,組み手,くみて,1. wooden joints$2. paired karate kata$3. beltwork$
19942,胎生,たいせい,1. viviparity$2. viviparous; zoogonous; live-bearing$3. Vivipary$
19943,隠れ家,かくれが,1. hiding place; hideout; refuge$2. retreat; hideaway$
19944,人手,ひとで,1. someone else's hands; someone else's possession$2. hand (worker); aide$3. labor; labour; work; manpower; effort$4. help; assistance$5. (human) hand; human act$
19945,気化,きか,1. vaporization; vaporisation; evaporation$
19946,油彩,ゆさい,1. oil painting$2. Oil painting$
19947,坪内,つぼうち,1. Tsubouchi$
19948,大熊,おおくま,1. Ookuma$
19949,アンドロイド,アンドロイド,1. android$2. Android (mobile operating system)$
19950,キャンバス,キャンバス,1. canvas$2. base$3. Canvas$
19951,ヒンディー語,ヒンディーご,1. Hindi (language)$2. Standard Hindi$
19952,テアトル,テアトル,1. theater; theatre$
19953,トラウマ,トラウマ,1. trauma (usu. psychological)$
19954,プロポーズ,プロポーズ,1. (marriage) proposal$
19955,東魏,とうぎ,"1. Eastern Wei dynasty (China, 534-550)$2. Eastern Wei$"
19956,主筆,しゅひつ,1. editor-in-chief$2. Editor-in-chief$
19957,怯える,おびえる,1. to become frightened; to be frightened (of); to be scared (of)$
19958,勇人,はやと人,1. Hayato$
19959,炸裂,さくれつ,1. violent explosion; bursting$
19960,道化,どうけ,1. antics; buffoonery; clowning$2. clown; jester$
19961,アウトドア,アウトドア,1. outdoor; al fresco$2. Outdoor recreation$
19962,オンリー,オンリー,1. only$2. prostitute attached to a single member of the postwar Occupation Forces$
19963,オラクル,オラクル,1. oracle$
19964,カーリング,カーリング,1. curling$2. Curling$
19965,上乗せ,うわのせ,1. adding; addition; extra$
19966,弱者,じゃくしゃ,1. weak person; the weak; vulnerable person; disadvantaged person$
19967,チック,チック,1. pomade (in stick form)$2. tic$3. -tic$
19968,タンデム,タンデム,1. tandem; (riding with a) passenger on a motorcycle$
19969,浮かべる,うかべる,"1. to float; to set afloat; to launch$2. to show on one's face (smile, sadness, etc.)$3. to recall; to call to mind; to imagine; to think of$"
19970,温厚,おんこう,1. gentle; mild-mannered$
19971,麾下,きか,1. under the command (of); under the banner (of); influenced (by)$
19972,細身,ほそみ,1. narrow; thin (sized); slender$
19973,美馬,みま,1. Mima$
19974,温存,おんぞん,1. preservation; retainment; keeping$
19975,演者,えんじゃ,1. presenter; speaker$2. performer; actor; participant (in a TV show or TV panel)$
19976,過言,かごん,1. exaggeration; overstatement; saying too much$2. misstatement; slip of the tongue; gaffe$
19977,顆粒,かりゅう,1. granule$
19978,骨董,こっとう,1. antique; curio$
19979,凶暴,きょうぼう,1. ferocious; brutal; atrocious; savage; barbarous$
19980,和義,かずよし,1. Kazuyoshi$
19981,大仙,だいせん,1. Daisen$
19982,宣帝,せんてい,1. Sentei$
19983,巨乳,きょにゅう,1. huge breasts$
19984,帰結,きけつ,1. consequence; result; conclusion$
19985,果たして,はたして,1. as was expected; just as one thought; sure enough$2. really; actually; ever$
19986,校庭,こうてい,1. schoolyard; playground; school grounds; campus$
19987,水洗,すいせん,1. washing with water; rinsing; flushing$
19988,挙る,こぞる,1. to assemble everything together$2. to do something as a group$
19989,依田,よだ,1. Yoda$
19990,借地,しゃくち,1. leased land$
19991,クラシカル,クラシカル,1. classical$
19992,ファイルフォーマット,ファイルフォーマット,1. file format$2. File format$
19993,フラー,フラー,1. hurrah$
19994,丹下,たんげ,1. Tange$
19995,亢進,こうしん,1. rising; exacerbated; exasperated; accelerated; aggravated$
19996,付則,ふそく,1. additional rules; by-laws; supplementary provisions; additional clauses$
19997,妙高,みょうこう,1. Myoukou$
19998,孤児院,こじいん,1. orphanage$2. Orphanage$
19999,幸田,こうだ,1. Kouda$
20000,ユーモラス,ユーモラス,1. humorous$
20001,桜庭,さくらば,1. Sakuraba$
20002,物性,ぶっせい,1. physical properties; properties of matter; physicality$2. Physical property$
20003,田端,たばた,1. Tabata$
20004,百舌,もず舌,1. shrike (any bird of family Laniidae)$2. bull-headed shrike (Lanius bucephalus); butcher bird$3. Mozu$4. Bull-headed Shrike$
20005,立浪,たつなみ,1. Tatsunami$
20006,ケミカル,ケミカル,1. chemical$2. synthetic$
20007,太宰府,だざいふ,1. Dazaifu$
20008,工期,こうき,1. building time; construction period$
20009,政教,せいきょう,1. religion and politics; church and state$
20010,政教,せいきょう,1. Seikyou$
20011,ヘレニズム,ヘレニズム,1. Hellenism$2. Hellenistic Greece$
20012,慎吾,しんご,1. Shingo$
